headword,pos,supplement,entry,meaning,ipa,word_id,example_sentence,translated_sentence,sentence_id
,,,evacuate,"...を明け渡す / から撤退する / 《危険な所から安全な所へ》 ...を避難させる《from ... to ...》 / 《文》…をからにする / 《文》《…から》〈排出物〉を出す,を排出する《from ...》",/ɪˈvæk.ju.eɪt/,14521,The government ordered residents to evacuate [[due to]] the approaching hurricane.,政府は近づいているハリケーンのために住民に避難するよう命じました。,1628458
,,,tag,〈U〉鬼ごっこ / (野球で)タッチアウトにすること,/tæɡ/,42382,We used to play games like tag.,私達は昔鬼ごっこのような遊びをよくした。,65697
,,,machinery,"【名/U】《集合的に》《単数扱い》(特に大きな)機械 / 機械の部品, 機械装置 / 【名/U/C】(社会・政治などの)機構,組織",/məˈʃiːnəri/,25403,The factory is equipped with state-of-the-art machinery.,その工場は最新の機械を備えています。,3001095
,,,retreat,〈自〉後退する / 〈他〉を後ろに下げる,/rɪˈtriːt/,35922,They had no alternative but to retreat.,彼らは退却するしかなかった。,22369
,,,tidy,"きちんとした, 整然とした / きれい好きな",/ˈtaɪdi/,43352,She always keeps her room tidy.,彼女はいつも部屋をきちんとしています。,3005651
,,,ample,"《不可算名詞・複数名詞の前に用いて》十分な, あり余るほどたくさんの / 広い, 広々とした / ふくよかな, 豊満な",/ˈæmpəl/,1393,There is ample space in the garden for a swimming pool.,庭にはプールを設置するための十分なスペースがあります。,2996033
,,,biography,〈C〉伝記 / 経歴 / 《集合的に》伝記文学,/baɪˈɑːɡrəfi/,4148,I am currently reading a fascinating biography of Albert Einstein.,私は現在、アルベルト・アインシュタインの興味深い伝記を読んでいます。,2996748
,,,devastate,《通例be ~ed》を荒廃させる / (突然の知らせなどで)〈人など〉を打ちのめす,/dɛvəsteɪt/,11667,"The hurricane devastated the coastal town, leaving behind a trail of destruction.",ハリケーンが沿岸の町を壊滅させ、破壊の跡を残しました。,1628839
,,,oversee,"《仕事・人》を監督する, を統括する",/ˌoʊ.vərˈsiː/,30148,"As a team leader, it's my job to oversee the project and make sure everything is [[on track]].",チームリーダーとして、プロジェクトを統括し、すべてが軌道に乗るようにするのが私の仕事です。,1627109
,,,reluctant,"(人が)気が進まない, (行為などが)いやいやながらの / 《be ~ to do》…したがらない,いやいや…している",/rɪˈlʌktənt/,35529,She was reluctant to join the party.,彼女はパーティーに参加することに気が進まなかった。,3003692
,,,passport,〈C〉旅券 / 《単数形で》《…への》手段《to ...》,/ˈpæs.pɔːrt/,30804,I need to renew my passport before I can travel.,旅行する前に、パスポートを更新する必要があります。,3002533
,,,franchise,"【名/C】《...の》免許, 一手販売権《of ...》, 《...する》免許《to do》 / 【名/U】《the ~》参政権 / フランチャイズ制",/fræn.tʃaɪz/,16826,The fast food restaurant is part of a popular franchise.,そのファストフードレストランは人気のあるフランチャイズの一部です。,1641729
,,,willingness,〈U〉意欲 / 喜んですること / 喜んで...する気持ち《 to do 》,/ˈwɪlɪŋnəs/,47485,Her willingness to help others is truly inspiring.,彼女の他人を助ける意欲は本当に感動的です。,3006749
,,,rearrange,"(以前とは別の様式で)…‘を'整理し直す,配列し直す",/ˌriː.əˈreɪndʒ/,35005,I need to rearrange my schedule for next week.,来週の予定を整理し直さなければならない。,1641157
,,,refrigerator,"冷蔵庫;冷凍室(また《おもに英話》fridge,《米古》icebox)",/rɪˈfrɪdʒəˌreɪtər/,35359,I need to buy a new refrigerator for my kitchen.,私はキッチン用に新しい冷蔵庫を買う必要があります。,3003621
,,,reminder,思い出させる人(もの);(思い出させるための)助言;催促状,/rɪˈmaɪndər/,35554,I set a reminder on my phone to remember to buy groceries.,私は買い物をするために思い出すために携帯電話にリマインダーを設定しました。,3003708
,,,headquarter,"〈C〉《通例~s》本社, 本部 / 本部を設ける",/ˈhɛdˌkwɔːrtər/,48381,The company's headquarter is located in New York.,会社の本社はニューヨークにあります。,3007030
,,,sharply,鋭く / 急に / 激しく / 明碓に / 敏感に / 抜け目なく,/ˈʃɑːrpli/,38438,She turned sharply to avoid the oncoming car.,彼女は鋭く曲がって迫ってくる車を避けた。,3004430
,,,morale,"【名/U】(軍隊・国民の)士気, 風紀",/məˈrɑːl/,27509,The team's morale was low after losing the game.,試合に負けた後、チームの士気は低かった。,1643377
,,,influential,"有力な,影響を及ばす;勢力のある",/ɪnˈfluːənʃəl/,21839,She is an influential figure in the fashion industry.,彼女はファッション業界で有力な人物です。,3000179
,,,junior,"若いほうの,年下の;年少者から成る(向けの)  / (役職などが)下の,下級の;後進の,後輩の  / 《米》(大学・高校の4(3,2)年制で)3(2,1)年生の  / 《通例one's~》年少者,年下の人;下位の人,後輩  / 《米》(大学・高校の4(3,2)年制で)3(2,1)年生(卒業の年の前年)  / 《J-》《米》うちの息子",/dʒuːnɪər/,23145,She is a junior employee at the company.,彼女は会社の若手社員です。,3000530
,,,recipe,〈C〉（食物・飲物などの）作り方；秘訣,/ˈrɛsəpi/,35088,I found a great recipe for chocolate chip cookies.,私はチョコレートチップクッキーの素晴らしいレシピを見つけました。,3003555
,,,productivity,"生産力,生産性",/prəˌdʌkˈtɪvɪti/,33524,Increasing productivity is essential for the success of any business.,生産力を向上させることは、どんなビジネスにおいても成功のために不可欠です。,3003191
,,,replacement,"〈U〉置き換わること,取り替えること / 〈C〉置き換わる物(人) / 《...の》代理, 補充物《for ...》",/rɪˈpleɪsmənt/,35663,I need a replacement for my broken phone.,壊れた携帯電話の代わりが必要です。,3003746
,,,mechanical,"機械の,道具の / 機械仕掛けの / 機械向きの / 機械的な,自動的な",/məˈkæn.ɪ.kəl/,26258,He has a mechanical watch.,彼は機械式の腕時計を持っています。,3001315
,,,elevate,"【動/他】《AからBに》（人）を昇進させる《from A to B》；《Aに》...を上げる,の程度を高める《to A》；を向上させる,高める",/ˈɛlɪveɪt/,13682,She used the elevator to elevate to the top floor.,彼女はエレベーターを使って最上階に昇った。,2998073
,,,timetable,"時間表,時間割り;(鉄道の)時刻表  / (…のために)…‘の'計画表(時間割り)を作る《+名+for+名》;(…するように)…‘の'計画表を作る《+名+to do》",/ˈtaɪmˌteɪbəl/,43437,I need to check the timetable for the train.,電車の時間表を確認しなければなりません。,3005685
,,,occupation,"〈C〉職業, 仕事 / 時間の使い方 / 〈U〉《...を》占有すること《of ...》",/ˌɑkjuːˈpeɪʃn/,29262,My father's occupation is a doctor.,私の父の職業は医者です。,6510362
,,,prominent,"突き出た,隆起した / 目立った / 著名な / 卓越した, 傑出した",/ˈprɒmɪnənt/,33614,The prominent building stood out among the others.,その目立つ建物は他の建物の中でもひときわ目立っていました。,3003213
,,,cord,"〈U〉〈C〉綱,ひも(stringより太くropeより細い)  / 〈U〉〈C〉束縛,きずな  / 〈C〉〈U〉(電気の)コード,線  / (またchord)〈C〉(動物体の)索状組織,腱(けん)  / 〈C〉うね織り,(特に)コールテン;(うね織りの)うね;《複数形で》コールテンのズボン  / 〈C〉コード(材木の容積の単位で約6.25m)  / …'を'綱(ひも)で縛る",/kɔːrd/,9454,He tied the cord around the package.,彼は綱をパッケージの周りに結んだ。,3009911
,,,outlet,"〈C〉《水・煙などの》出口《for ...》 / 《感情・精力などの》はけ口《for ...》 /《特定の商品の》販売口,販路《for ...》コンセント",/ˈaʊtˌlɛt/,29974,I couldn't find any available outlets to charge my phone.,私は利用可能なコンセントを見つけることができませんでした。,3002313
,,,physician,医者;(特に)内科医,/fɪˈzɪʃən/,31746,The physician examined the patient thoroughly.,医者は患者を徹底的に診察しました。,3002745
,,,sketch,"…‘を'スケッチする,写生する  / …‘を'略述する《+in(out)+名》  / スケッチ(写生)する",/skɛtʃ/,39152,I like to sketch landscapes in my free time.,暇な時間に風景をスケッチするのが好きです。,3004627
,,,stack,"干し草の山,麦わらなどの山,いなむら  / (一般に,物を積み上げた)山,(…の)積み重ね《+of+名》  / (図書館などの)書架,ラック;《複数形で》(特に,図書館などの)書庫  / 煙突  / 《しばしば複数形で》《話》多数,多量(の)《+of+名》",/stæk/,40648,I saw a stack of hay in the field.,私は畑で干し草の山を見ました。,3005009
,,,stadium,"競技場,スタジアム,球場",/ˈsteɪdiəm/,40650,The football match will be held at the stadium.,サッカーの試合は競技場で行われます。,3005011
,,,preliminary,"準備する, 予備の / 前置きの",/prɪˈlɪməneri/,33117,She conducted a preliminary study before starting her research.,彼女は研究を始める前に予備調査を行いました。,1628018
,,,webpage,【名】ウェブページ；ホームページ,/'wɛb.peɪdʒ/,48378,I created a webpage for my business.,私は自分のビジネスのためにウェブページを作成しました。,3007025
,,,induction,"〈C〉任命, 就任, 入隊, 入社, 徴兵 /〈U〉《...を》引き起こすこと《to ...》 / (電気の)誘導 / 帰納法,帰納",/ɪnˈdʌkʃən/,21681,The induction ceremony for new employees will be held next week.,新入社員のための入社式が来週行われます。,1628195
,,,bake,"(特にオーブンで)〈食物〉'を'焼く,焼いて料理する  / 〈れんがなど〉'を'焼き固める;〈太陽が〉…'を'焦がす  / (日にあたって)〈皮膚など〉'を'焼く  / 〈パンなどが〉焼ける;〈人が〉パンを焼く  / 〈土地・人などが〉日に焼ける",/beɪk/,3087,I love to bake cookies during the holiday season.,私は休暇の季節にクッキーを焼くのが大好きです。,2996493
,,,baker,"パン屋,パン焼き職人",/ˈbeɪkər/,3092,The baker is preparing fresh bread early in the morning.,パン屋は早朝から新鮮なパンを準備しています。,2996492
,,,blanket,毛布 / (毛布にように)一面に広がっておおう物 /,/ˈblæŋkɪt/,4339,I need a new blanket for the winter.,私は冬のために新しい毛布が必要です。,2996793
,,,uncomfortable,"心地よくない, 不快な",/ʌnˈkʌm.fər.tə.bəl/,44915,The chair was so uncomfortable that I couldn't sit for long.,椅子はとても心地よくなくて、長く座ることができませんでした。,3006120
,,,cage,鳥かご;(動物の)おり  / 鳥かご(おり)のような物;エレベーターの箱  / 野球の打撃練習用の移動バックネット  / 獄舎,/keɪdʒ/,5908,The bird is happily singing in its cage.,鳥はかごの中で楽しそうに歌っています。,3009183
